product_name,categories,brands,quantity,packaging,labels,ingredients_text,nutriments_energy_kcal,nutriments_fat,nutriments_saturated_fat,nutriments_carbohydrates,nutriments_sugars,nutriments_proteins,nutriments_fiber,nutriments_salt,nutriments_sodium,nutrition_grade,price
,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales au caramel,Céréales pour petit déjeuner riches en fibres","Golden grahams,Nestlé",375 g,"Plástico,Saco,Caixa,Cartão","Sans arômes artificiels,Source de fibres alimentaires,Point Vert,Sans colorants artificiels,Nutriscore,Nutriscore C,Blé français,Triman,pt:Ecoponto azul, Végétarien, Sans colorants","_Blé_ complet 35,7%, semoule de maïs, sucre, sirop de glucose, sirop de sucre inverti, dextrose, amidon de BLE, huile de tournesol, carbonate de calcium, poudre à lever : bicarbonate de sodium ; mélasse, sel, fer, arôme naturel, vitamines B3, B5, B9, B6 et B2.",378,3.3,0.4,76.8,24.5,6.9,6.5,0.97,0.388,d,
Muesli croustillant tradition,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis",Terres et Céréales,1 kg,"Plastic,Bag","Organic,EU Organic,Non-EU Agriculture,EU Agriculture,EU/non-EU Agriculture,FR-BIO-01,Made in France,No palm oil,Nutriscore,AB Agriculture Biologique,Triman","Flocons d'avoine complets, sucre de canne, huile de tournesol, billettes de céréales (riz, blé, avoine, sucre de canne, sel), sirop de riz, farine de blé, sirop de malt d’orge.",440,13,1.7,68,20,9.1,5.9,0.05,0.02,c,
Raisin Wheats,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals",Kellogg's,,en:bag,"Végétarien, Végétalien","Wholewheat(73%), raisins(23%), humectant(glycerol).",359,1.8,0.2,71,13,11,7.6,0.01,0.004,a,
Really Nutty Granola,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts",Specially Selected,500,,,"oat flakes  (65%), sugar, flaked, nibbed , whole  almonds  (7%),  cashew nuts  (4,5%),  hazelnuts  (3,5%), rapeseed oil,  honey  (1%), flavouring, sunflower seeds,",452,17.4,2,58.5,14.6,11.9,6.4,0.03,0.012,b,
Cherry Bakewell Oat Boosts,"Snacks,Sweet snacks,Bars,Cereal bars,Oat-biscuits,Cooked oat flakes",Graze,120g (4×30g),,"Sustainable,Sustainable Palm Oil,FSC,FSC Mix,Vegan","oats (41%), chicory root fibre, vegetable oils (rapeseed, palm**), golden syrup, liquid sugar, dried cranberries (sugar, cranberries, sunflower oil), humectant: glycerine, flaked almonds (2.3%), palm fat, soluble corn fibre, apple juice infused dried sour cherries (1%) (sour cherries [48%), apple juice concentrate, rice flour, lemon juice concentrate, sunflower oil), soya flour, cherry juice powder, demerara sugar, potato starch, sea salt, emulsifier: soy lecithin, citrus fibre, natural flavouring, stabiliser: xanthan gum, molasses.",437,22.3,3.67,46.7,12.7,6.33,15.3,0.2,0.08,c,
Smacks,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées, Blé soufflé, Blé soufflé au caramel, Céréales au caramel","Kellogg's, Smacks",400 g,"1 boîte en carton à recycler
1 sachet plastique à recycler","Végétarien, Halal, Kascher, Sans arômes artificiels, Point Vert, Kascher pareve, Sans colorants artificiels, Sans colorants ni arômes artificiels, Riche en vitamine D, Triman, HFA approuvés","Blé (54%), sucre, sirop de glucose. VITAMINES ET MINÉRAUX: Niacine, fer, vitamine B6, riboflavine, thiamine, acide folique, vitamine D, vitamine B12.",377,1.6,0.3,81,34,7.1,5,0.02,0.008,d,
Crunchy Nut Corn Flakes Cereal,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Fruits à coques et dérivés,Céréales pour petit-déjeuner,Fruits à coques,Flocons,Flocons de céréales,Céréales extrudées,Flocons extrudés,Corn-flakes,Céréales au miel",Kellogg's,500 g,"Plastic, Bag, Box, Container, Card-box, Ldpe-bag",Végétarien,"Maize, sugar, peanuts (6%), barley malt extract, molasses, honey (1%), salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.",397,4.67,0.667,83.3,36.7,6,2.67,0.767,0.307,d,
Muesli croustillant duo pépites,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits,Céréales au chocolat,Mueslis,Mueslis au chocolat,Mueslis aux fruits,Mueslis croustillants au chocolat,Mueslis croustillants aux fruits",Terres et céréales bio,100,"Plastique, Sachet, Film en plastique","Bio,Bio européen,Agriculture non UE,Agriculture UE,Agriculture UE/Non UE,FR-BIO-01,Fabriqué en France,Sans huile de palme,Nutriscore,AB Agriculture Biologique","flocons d'avoine, sucre de canne, billes de céréales (riz, _blé_, _avoine_), miel, chocolat au lait, flocons de blé ,d'_orge_ et seigle complets, huile de tournesol, farine de _blé_, noix de coco séchée, amandes grillées, graines de _sésame_, pétales de maïs",433,13,4,67,25,9.2,7,0.05,0.02,d,
,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",Crownfield,750 gram,en:07 inne,"Source of fibre,High fibres,Nutriscore","45% mistura de frutos [14,5% sultanas (sultanas, óleos vegetais (girassol, algodão)), 6% uva-passa (uva-passa, óleo de girassol), 5,8% rodelas de banana seca (banana, gordura de coco, açúcar). 5,2% tâmaras secas (tâmara, farinha de arroz), 5% pedaços de ananás cristalizados (ananás, açúcar, regulador de acidez: ácido citrico; antioxidante: dióxido de enxofre); 5% rodelas de coco tostadas, 3,5% papaia cristalizada [papaia, açúcar], 34,5% flocos de cevada, 10,5% flocos de avela, flocos de cereais torrados e maltados (trigo, malte de cevada, emulsificante: lecitina de girassol), 2,3% sementes de abóbora, 1% amêndoa, 1% miolo de noz-peca, 0,75% miolo de avelã. Pode conter vestígios de outros frutos de casca rija, leite e soja. Conservar em local seco",377,9.7,5.1,60.5,24.8,7.9,8.2,0.07,0.028,d,
FRUIT & FIBRE FRUITY CRUNCH,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",TESCO,750 g,"Card-carton, en:mixed plastic film-bag",,"toasted wheat flakes (73%) [wheat, sugar, barley malt extract, salt, iron, vitamin e, niacin, pantothenic acid, vitamin b12, vitamin d, thiamin, folic acid, riboflavin, vitamin b6], mixed fruits (26%) (raisins, sweetened dried bananas [banana, coconut oil, sugar, flavouring), toasted coconut, dried apple), hazelnut (1%),",367,5.1,2.9,66,22,9.4,9.8,0.5,0.2,c,
Jordans Natural Muesli,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",Jordans,1 kg,,No added sugar,"Wholegrain Cereals (67%) (WHEAT Flakes, OAT Flakes), BARLEY Flakes, Dried Fruit & Nuts (16%) (Sultanas, Raisins, Chopped Dates, Whole & Sliced ALMONDS, Chopped Roasted HAZELNUTS) ALLERGY ADVICE For allergens, including cereals containing gluten, see ingredients in BOLD. MAY ALSO CONTAIN: Other Gluten Sources, Other Nuts.",354,3.6,0.7,62.6,15.8,12,11.6,0.03,0.012,a,
Multigrain Hoops,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres",Crownfield,375 g,,"Végétarien,Végétalien,Point Vert,PAP 21,pt:ecoponto-azul","59% flour (82% wholegrain wheat, 9% wheat, 7% wholegrain oat, wholegrain barley, wholegrain rice), 32% wholegrain maize semolina, sugar, glucose syrup, invert sugar syrup, salt, carob flour, colour: annatto norbixin, allergy advice: for allergens, including cereals containing gluten, see ingredients in bold, may also contain milk, nuts, peanuts and soya,",376,2.7,0.4,74.6,17.1,9.4,8,0.6875,0.275,c,
Porridge Oat,"plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, seeds, cereals-and-their-products, breakfast-cereals, cereal-grains, flakes, cereal-flakes, oat, it:avena, en:rolled-oats","Everyday essentials,Aldi",1kg,"Plastic, Mixed plastic-bag",,oat flakes,375,7.75,1.5,60.2,1,11.2,9.25,0,0,a,
cornflakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Extruded cereals,Extruded flakes,Corn flakes",Sainsbury's,500g,en:hdpe film-bag,Vegetarian,"Maize (93%), Sugar, Salt, Barley Malt Extract, Niacin, Vitamin E, Ferric Diphosphate (Iron), Pantothenic Acid, Riboflavin, Vitamin B6, Thiamin, Folic Acid, Vitamin B12.",384,1.2,0.5,85.1,4.9,7,2.5,0.94,0.376,c,
Swiss Style Muesli,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Frühstückscerealien mit Früchten, Müslis, en:Bircher-style mueslis, Müslis mit Früchten, en:Bircher-style mueslis with fruits, en:Cereals with nuts, Müslis mit Nüssen",Alpen,560 g,"Plástico,Papel","Mit wenig oder keinem Salz, Zuckerarm oder zuckerfrei, Salzarm, Vegetarisch, Ballaststoffquelle, 100% natürlich, Grüner Punkt, Ballaststoffreich, Ohne Zuckerzusatz, Ohne Palmöl, Nutriscore, Nutriscore Note A, Triman","_Vollkornweizen_ (43%), _Vollkornhaferflocken_ (37%), Rosinen (15%), Mager_milch_pulver, Süß_molken_pulver, Geröstete gehackte _Nüsse_ (2%) (_Haselnüsse_, _Mandeln_), Salz.",375,4.46,0.893,69.6,12.5,12.5,8.93,0.268,0.107,a,
Céréales trésor - chocolat au lait,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales extrudées, Céréales fourrées, Céréales pour petit déjeuner fourrées au chocolat",Kellogg's,410g,,"Sans arômes artificiels, Sans colorants, Nutriscore, Nutriscore D","Farines de céréales(55%)(BLÉ, BLÉ complet, Maïs), Fourrage au chocolat au LAIT (Sucre, Huiles végétales{Palme, Tournesol, Colza} en proportions variables, Chocolat au LAIT{8,5%}{Sucre, Pâte de cacao, Petit-LAIT en poudre, Matière grasse du LAIT, LAIT entier en poudre, Beurre de cacao}, Sirop de glucose, Cacao maigre en poudre, LAIT entier en poudre, LAIT écrémé en poudre, Emulsifiant{Lécithine de SOJA}, Acidifiant{Acide citrique}), Sucre, Sel, Colorant(Rocou, Caroténoïdes), Antioxydants(Palmitate d'ascorbyle, Alpha-tocophérol). Vitamines et Minéraux: Vitamines (Niacine, B6, B2, B1, Acide folique, B12) et Fer.",448,15,4.7,71,25,7,3.7,0.96,0.384,e,
Lion cereal with caramel and chocolate,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Céréales au caramel,Céréales pour petit déjeuner riches en fibres",Nestlé,400 g,"Plastique, Sachet, Boîte, Carton",Sans sucre ajouté,"Whole Grain WHEAT (41%), WHEAT Flour, Sugar, Glucose Syrup, Non-hydrogenated Vegetable Oil (Sunflower), Fat-Reduced Cocoa Powder (1.7%), Calcium, Cocoa Mass, Salt, Natural Caramel Chocolate Flavouring, Natural Flavouring with Vanilla Taste, Emulsifier: Lecithin (from Plant Origin), Caramelised Sugar Syrup, Iron, Vitamins: Niacin (B3), Pantothenic acid (B5), Riboflavin (B2), Vitamin B6, Thiamin (B1), Folic acid (B9) and Vitamin D. Contains Cereals containing GLUTEN. May contain Cow's MILK and NUTS.",405,7.4,1.1,73.1,24.5,8.1,7,0.48,0.192,d,
Kelloggs Fruit & Fibre 700g,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Extruded cereals, Cereal flakes with fruits",Kellogg's,700g,"paper,Bag-in-box,Dry,Recycle in paper bin","Vegetarian, Vegan","wholewheat(70%), dried fruit(26%)(raisins, coconut, banana(banana, coconut oil, sugar), apple, hazelnuts), sugar, salt, barley malt flavouring. vitamins & minerals: niacin, iron, vitamin b6, vitamin b2(riboflavin), vitamin b1(thiamin), folic acid, vitamin d, vitamin b12. for allergens see ingredients highlighted in bold. may contain other nuts.",408,4.7,3,78,23,9,8.8,1.0825,0.433,d,
Shreddies,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres",Nestlé,1. 1kg,,,"Whole Grain Wheat (96.1%), Sugar, Invert Sugar Syrup, Barley Malt Extract, Salt, Molasses, Iron, Vitamin B3, B5, B9, B6, B2. ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients in bold. May also contain Peanuts and other Nuts. %",364,1.8,0.3,70.4,12.5,10.8,12,0.72,0.288,b,
Very Berry Granola,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, en:cereals-with-fruits",Specially Selected,,,,"oat flakes (72%), sugar, palm oil, flaked almonds (1,5%), pumpkin seeds, freeze dried blackcurrant pieces (1,5%), honey (1%), freeze dried blueberries (0,5%), freeze dried cranberry slices (0,5%), sunflower seeds, chopped roasted almonds, flavouring, allergy advice: for allergens, including cereals containing gluten, see ingredients in bold, may contain other nuts, milk and other gluten sources, dietary advice : suitable for vegetarians, warning: although every effort has been made to remove shell and stones, some small fragments may remain, small children can choke on nuts,",418,11.3,1.56,64.4,16.2,10.9,7.78,0.0222,0.00889,b,
Muesli Crunchy Chocolate,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Cereais de chocolate,Muesli,Mueslis com chocolate",Hacendado,500 g,,es:Recicla amarillo,"Copos de avena _gluten_ (42%), chocolate (15%) (pasta de cacao, azúcar, emulgente (lecitina de soja)), azúcar, grasas y aceites vegetales, copos de maíz (6%) (maíz, azúcar, sal, antioxidante (extracto rico en tocoferoles), vitaminas (B3, B5, B8, B1, B2, B6, B12, B9), hierro), harina de trigo _gluten_ (5%), copos de arroz tostado (3,8%) (arroz, azúcar, extracto de malta de cebada _gluten_, sal), cacao desgrasado en polvo (2,7%) fibra de avena _gluten_, jarabe de melaza de caña, sal, aroma.",434,16,4.5,61,24,8.4,6,0.43,0.172,d,
Corn Flakes,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes",Kellogg's,375 g,Cardboard,"Vegetarian, Vegan, en:no-palm-oil","corn 98%, sugar, barley malt aroma, salt",378,0.9,0.2,84,8,7,3,1.1,0.44,d,
"Weetabix, Crunchy Bran","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres",Weetabix,,,,"Wheat Bran (52%), Wholegrain Wheat (30%), Oat Bran (12%), Sugar, Malted Wheat Flour, Salt, Calcium, Niacin, Iron, Riboflavin (B2), Vitamin B6, Thiamin (B1), Folic Acid, Vitamin D, Vitamin B12.",351,4.3,0.8,54,14,13,22,0.58,0.232,a,
Rice crispies multigrain shapes,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres",Kellogg's,350g,"Bag, Green dot, Card-box","Végétarien,Halal,Kascher,Point Vert,en:Halal Food Authority,Beth Din de Manchester","Cereal flours (rice 54%, _oat_ 28%, maize 5%), sugar, corn fibre, caramelised sugar, salt, natural flavouring, colour (annatto norbixin), antioxidant (alpha tocopherol, ascorbyl palmitate), vitamins and minerals (calcium carbonate, niacin, iron, vitamin B6, vitamin B2 (riboflavin), vitamin B1 (thiamin), folic acid, vitamin D, vitamin B12).",397,3.1,0.6,83.3,15,7.5,7.5,0.18,0.072,a,
Scottish Oats,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats",Tesco,1 kg,1npaper bag to recycle,"High fibres,Contains Beta-Glucans",Rolled oat flakes,370,7.5,1.3,59.6,1,11.7,8.4,0.01,0.004,a,
Bran Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded wheat flakes",Kellogg's,500g,,"Vegetarian, en:no-artificial-colours-or-flavours","Wholewheat (59%), wheat bran (18%), wholewheat flour, sugar, barley malt extract, glucose syrup, salt, natural flavouring.",358,2.2,0.4,65,14,11,17,0.66,0.264,b,
Muesli Crunchy,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat","Crownfield, Lidl",500gr,,"Sans arômes artificiels, Nutriscore, Nutriscore B","37% flocons d'avoine complète, 19% flocons de blé complet, sirop de glucose, huile de tournesol (huile de tournesol, antioxydant: extrait riche en tocophérols), sucre, farine (8% blé, riz, blé complet) morceaux de chocolat fourrés au chocolat au lait et praliné (sucre, pâte de cacao, noisettes, beurre de cacao, lait en poudre entier, beurre (lait) concentré, émulsifiants: lécithines, tristéarate de sorbitane; lactosérum (lait) doux en poudre), oligofructose, 1,5% noisettes grillées en morceaux, miel, sel, arôme naturel. Traces éventuelles d'autres céréales contenant du gluten, d'autres fruits à coque et d'arachides. Malgré le soin apporté à son élaboration, ce produit peut contenir des résidus de corps étrangers (morceaux de coques). Ce produit est conditionné selon son poids et non selon son volume. Les variations de la hauteur de remplissage sont dues au transport.",445,15.8,3,62,16,8.9,9.8,0.00013,5.2e-05,c,
Ready brek original,"plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, seeds, cereals-and-their-products, breakfast-cereals, cereal-grains, flakes, cereal-flakes, rolled-flakes, rolled-oats, oat, it:avena",Ready brek,750g,"Box, en:card-box, en:hdpe film-packet","No added sugar, en:high-in-calcium","wholegrain rolled oats (60%), wholegrain oat flour (38%), calcium, niacin, iron, riboflavin (b2), vitamin b6, thiamin (b1), folic acid, vitamin d, vitamin b12,",374,8.7,1.2,58,1,12,7.9,0.03,0.012,a,
Special K Chocolat noir,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales extrudées,Pétales de céréales au chocolat,Céréales pour petit déjeuner riches en fibres",Kellogg's,500g,,"Nutriscore,Nutriscore C","Riz (41%), blé complet (32%), chocolat noir (13%) (pâte de cacao, sucre, matière grasse du lait, émulsifiant {lécithines}), sucre, orge (4%), farine d'orge maltée, sel, extrait de malt d'orge, niacine, fer, riboflavine, thiamine, vitamine B6, acide folique, vitamine D, vitamine B12.",424,6.1,3.2,81,17,8.2,6,0.64,0.256,d,
"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis",Eat Natural,450 g,"en:card-box, en:mixed plastic-bag","Vegetarian, Vegan","Whole grain _OATS_ 36%, sunflower seeds 11%, shredded coconut 10%, rapeseed oil, chicory root fibre, _ALMONDS_ 8%, buckwheat 6%, pumpkin seeds 5%, coconut blossom nectar 3%, crisped rice (rice), sea salt.",495,31.4,9.2,33,4.4,13.7,12.8,0.05,0.02,d,
PROTEIN,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals",Weetabix,24 biscuits,"Bag, Card-box","Vegetarian,Vegan","wholegrain wheat (92%), wheat gluten, malted barley extract, sugar, rice flour, wheat starch, wheat germ, salt, cocoa powder, niscin, iron, riboflavin (B2), thiamin (B1), folic acid, vitamin d",365,2.5,0.5,62.5,4.75,19,10,0.25,0.1,a,
Malt wheaties,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,extruded cereals",Crownfield,625 g,"Cardboard, Card-box",,"Shredded Wholegrain Wheat, Sugar, Barley Malt Extract, Brown Invert Sugar Syrup, Salt. 100 g Shredded Wholegrain Wheat has been used for the production of 100 g product. Allergy Advice",373,2.67,0.667,84.7,10.3,9.67,12.7,0.458,0.183,a,
Grainéa Muesli - 4 Noix,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Mueslis,Céréales aux fruits à coques,Mueslis aux fruits à coque","Marque Repère, Grainéa",500 g,fr:Sachet en plastique,"Nutriscore, Nutriscore Grade C, en:nutriscore-grade-b","Flocons d'avoine 48%, sucre, huile de tournesol, farine de blé 6,7%, flocons de blé 6,4%, maïs 3,7%, noisettes 3,6 %, amandes 3,6%, noix de pécan 3,6 %, semoule de riz 2%, sirop de glucose, noix de coco en poudre, noix du Brésil en lamelles 1,2 %, sel, arôme naturel, extrait de malt d'orge, colorant : caramel ordinaire, farine de malt de blé, émulsifiant: E471, antioxydant: extrait riche en tocophérols, sucre caramélisé en poudre. Traces de soja et lait.",463,18,2.4,60,16,11,8.5,0.15,0.06,c,
Corn Flakes Cereal,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Corn flakes, Sugar iced corn flakes, Sugar iced corn flakes fortified with vitamins and chemical elements",Kellogg's,720 g,"Card-box, Card-carton, Mixed plastic-bag","Kosher, Green Dot, ${labels}","Maize, barley malt extract, sugar, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.",378,0.9,0.2,84,8,7,3,1.1,0.44,d,
,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Mueslis,Mueslis au chocolat,Pépites de céréales croustillantes,Pépites de céréales au chocolat",QUAKER,900 g,"Boîte, Carton, Etui en carton, Pensez au tri!, Point vert, Sachet en plastique, Sachet plastique à jeter, Triman, Étui carton à recycler","Sans arômes artificiels,Sans conservateurs,Point Vert,Sans huile de palme,Nutriscore,Nutriscore C,Triman","whole oats (37%), dark chocolate (12%) [cacao, sugar, natural vanilla aroma, emulsifiers (soy lecithin, polyglycerol polyricinoleate)] , sunflower oil, sugar, whole wheat (9,6%) glucose syrup, oligofructose, rice and wheat flours (1,9%), dried coconut, molasses, salt, cinnamon, caramelized sugar, aromas, antioxidant (tocopherol)",455,19,4.9,57,16,8.1,10,0.48,0.192,c,
Weetabix organic imp,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",Weetabix,24,en:card-box,"Organic, EU Organic","Organic Wholegrain Wheat (95%), Organic Malted Barley Extract, Organic Sugar, Salt.",358,2,0.6,70,4.4,10,10,0.3,0.12,a,
CHEERIOS BIO Céréale 375g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres","Nestlé, Cheerios",375 g,"Conteneur,Etui en carton,Film en plastique, en:container","Bio,Bio européen,FR-BIO-01,Point Vert,Sans huile de palme,Nutriscore,Nutriscore A,AB Agriculture Biologique,Triman","Farine d'AVOINE complète* 29,7%, Farine de BLE complet* 29,7%, farine d'ORGE complète* 18,3%, sucre*, farine de BLE*, miel* 3,8%, huile de tournesol*, sirop de sucre inverti*, sel, arôme naturel de miel, mélasse*, antioxydant : extrait riche en tocophérols. *Ingrédients issus de l'agriculture biologique. Peut contenir du LAIT et des FRUITS A COQUE.",388,6.6,0.9,68.2,18,9.1,9.9,0.65,0.26,c,
Flocons d'avoine complète 500g,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Flocos,Flocos de cereais,en:Rolled flakes,Flocos de aveia",Chabrior,500 g,"Papier,Boîte,Carton,Point vert,Sachet plastique à jeter,Écolo pass,Étui carton à recycler","Etiquetas de distribuidor,Source of fibre,Ponto Verde,Rico em fibras,High in magnesium,Fonte de ferro,Nutriscore,Nutri-Score grau A,Rico em vitamina B1,fr:Sélection Intermarché",Flocons d'avoine complète.,369,6.8,1.2,60,1.1,12,10,0.05,0.02,a,
Muesli con frutos secos,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",Hacendado,500 g,"Plástico,Saco","Source of fibre, High fibres, en:green-dot","Flocos de aveia (glúten) (43%), açúcar, frutos secos em proporções variáveis (10%) (amêndoas, nozes, avelãs), óleo de girassol alto oleico, flocos de milho (7%) (milho, sal, antioxidante (extracto rico em tocoferóis)), farinha de trigo (glúten) (6%), flocos de arroz tostado (4,8%) (arroz, açúcar, extracto de malte de cevada (glúten), sal), fibra de aveia (glúten), xarope de melaço de cana, sal, aroma. Pode conter vestígios de leite, soja, amendoins, sulfitos, sementes de sésamo e mostarda.",458,18,2,63,22,8,6,0.5,0.2,d,
