RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,recipe,Unnamed: 1
84,Tom Yum,116,Chef Singh,117,55,172,2025-04-14,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Main Dish,"Thai, tom yum",2 cups spices,"onion, tofu",4.6,113,637,32,12,111,573,97,6,30,20,7,7 servings,"Recipe for Tom Yum: Mix ingredients, cook for 117 minutes.",
85,Pani Puri,105,Chef Park,106,29,135,2024-11-23,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Side Dish,"Indian, pani puri",5 cups chicken,"garlic, beef",4.9,438,392,46,13,114,841,64,11,9,26,6,6 servings,"Recipe for Pani Puri: Mix ingredients, cook for 106 minutes.",
86,Ramen,109,Chef Chen,115,23,138,2025-01-13,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Appetizer,"Vietnamese, ramen",2 cups vegetables,"ginger, chicken",4.9,153,256,19,6,144,465,54,12,15,18,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 115 minutes.",
87,Nasi Goreng,112,Chef Liu,114,50,164,2025-10-09,A delicious Thai dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Snack,"Thai, nasi goreng",3 cups spices,"garlic, tofu",4.4,358,209,43,18,76,1696,92,8,9,21,7,7 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 114 minutes.",
88,Aloo Gobi,116,Chef Singh,56,18,74,2024-11-15,A delicious Indian dish featuring aloo gobi.,https://example.com/aloo-gobi.jpg,Breakfast,"Indian, aloo gobi",4 cups chicken,"garlic, beef",4.3,496,460,25,11,147,815,54,8,23,25,6,6 servings,"Recipe for Aloo Gobi: Mix ingredients, cook for 56 minutes.",
89,Tom Yum,113,Chef Patel,58,36,94,2025-01-18,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Thai, tom yum",5 cups vegetables,"ginger, chicken",4.1,466,693,25,5,103,1054,92,10,24,28,6,6 servings,"Recipe for Tom Yum: Mix ingredients, cook for 58 minutes.",
90,Mapo Tofu,116,Chef Singh,37,52,89,2025-02-12,A delicious Chinese dish featuring mapo tofu.,https://example.com/mapo-tofu.jpg,Breakfast,"Chinese, mapo tofu",1 cups spices,"garlic, beef",4.1,459,603,37,15,93,1084,60,5,23,33,5,5 servings,"Recipe for Mapo Tofu: Mix ingredients, cook for 37 minutes.",
91,Satay,102,Chef Kim,70,5,75,2025-10-08,A delicious Thai dish featuring satay.,https://example.com/satay.jpg,Breakfast,"Thai, satay",5 cups spices,"ginger, vegetables",4.7,466,595,35,16,143,1189,91,10,9,11,6,6 servings,"Recipe for Satay: Mix ingredients, cook for 70 minutes.",
92,Biryani,109,Chef Chen,47,7,54,2025-07-30,A delicious Indian dish featuring biryani.,https://example.com/biryani.jpg,Main Dish,"Indian, biryani",2 cups rice,"garlic, chicken",5.0,198,516,32,19,97,1403,81,15,6,12,4,4 servings,"Recipe for Biryani: Mix ingredients, cook for 47 minutes.",
93,Samgyetang,120,Chef Jung,20,12,32,2025-08-02,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Side Dish,"Korean, samgyetang",4 cups vegetables,"onion, beef",4.2,98,715,28,17,137,1941,94,14,17,38,5,5 servings,"Recipe for Samgyetang: Mix ingredients, cook for 20 minutes.",
94,Banh Mi,113,Chef Patel,11,42,53,2025-02-21,A delicious Thai dish featuring banh mi.,https://example.com/banh-mi.jpg,Soup,"Thai, banh mi",2 cups rice,"ginger, beef",4.2,301,308,44,7,125,905,94,15,20,31,5,5 servings,"Recipe for Banh Mi: Mix ingredients, cook for 11 minutes.",
95,Tom Yum,109,Chef Chen,98,20,118,2025-08-09,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Japanese, tom yum",3 cups chicken,"tomato, tofu",4.1,485,706,49,12,74,863,98,6,17,23,4,4 servings,"Recipe for Tom Yum: Mix ingredients, cook for 98 minutes.",
96,Ramen,102,Chef Kim,88,15,103,2025-04-16,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Dessert,"Thai, ramen",3 cups spices,"ginger, beef",5.0,413,402,20,12,132,1334,69,4,26,10,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 88 minutes.",
97,Bulgogi,118,Chef Wu,27,53,80,2025-03-25,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Main Dish,"Korean, bulgogi",5 cups chicken,"onion, beef",4.7,187,541,38,11,62,1346,87,12,13,13,8,8 servings,"Recipe for Bulgogi: Mix ingredients, cook for 27 minutes.",
98,Samgyetang,113,Chef Patel,79,44,123,2025-04-26,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Main Dish,"Korean, samgyetang",3 cups chicken,"onion, beef",4.6,334,586,24,18,87,1707,96,13,14,14,3,3 servings,"Recipe for Samgyetang: Mix ingredients, cook for 79 minutes.",
99,Kimchi,102,Chef Kim,108,38,146,2025-08-07,A delicious Korean dish featuring kimchi.,https://example.com/kimchi.jpg,Main Dish,"Korean, kimchi",1 cups vegetables,"tomato, beef",4.7,338,283,39,12,51,1499,88,3,25,29,5,5 servings,"Recipe for Kimchi: Mix ingredients, cook for 108 minutes.",
100,Satay,107,Chef Sharma,43,26,69,2025-10-04,A delicious Japanese dish featuring satay.,https://example.com/satay.jpg,Dessert,"Japanese, satay",2 cups chicken,"onion, chicken",4.1,221,215,47,11,138,1349,35,10,25,37,6,6 servings,"Recipe for Satay: Mix ingredients, cook for 43 minutes.",
101,Tempura,106,Chef Wang,10,30,40,2025-03-05,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Snack,"Japanese, tempura",4 cups rice,"onion, tofu",4.7,62,350,12,19,28,1617,61,3,22,40,6,6 servings,"Recipe for Tempura: Mix ingredients, cook for 10 minutes.",
102,Pho,108,Chef Lee,61,6,67,2025-02-28,A delicious Thai dish featuring pho.,https://example.com/pho.jpg,Side Dish,"Thai, pho",5 cups rice,"ginger, tofu",4.1,146,380,28,15,147,1769,43,5,27,30,3,3 servings,"Recipe for Pho: Mix ingredients, cook for 61 minutes.",
103,Sushi,102,Chef Kim,22,30,52,2025-07-22,A delicious Vietnamese dish featuring sushi.,https://example.com/sushi.jpg,Main Dish,"Vietnamese, sushi",1 cups rice,"onion, beef",4.3,459,515,14,6,85,471,58,15,20,39,2,2 servings,"Recipe for Sushi: Mix ingredients, cook for 22 minutes.",
104,Pho,104,Chef Ahmed,51,16,67,2025-04-13,A delicious Thai dish featuring pho.,https://example.com/pho.jpg,Main Dish,"Thai, pho",1 cups vegetables,"ginger, chicken",4.8,106,414,47,16,121,1208,38,9,25,28,5,5 servings,"Recipe for Pho: Mix ingredients, cook for 51 minutes.",
105,Sushi,103,Chef Li,102,14,116,2024-12-22,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Breakfast,"Japanese, sushi",4 cups chicken,"onion, chicken",4.4,250,440,19,13,111,991,85,11,23,29,2,2 servings,"Recipe for Sushi: Mix ingredients, cook for 102 minutes.",
106,Samgyetang,118,Chef Wu,68,29,97,2025-01-23,A delicious Korean dish featuring samgyetang.,https://example.com/samgyetang.jpg,Breakfast,"Korean, samgyetang",4 cups rice,"onion, vegetables",4.8,384,556,27,15,28,1755,37,12,10,32,7,7 servings,"Recipe for Samgyetang: Mix ingredients, cook for 68 minutes.",
107,Green Curry,119,Chef Gupta,79,11,90,2024-11-26,A delicious Japanese dish featuring green curry.,https://example.com/green-curry.jpg,Appetizer,"Japanese, green curry",3 cups spices,"ginger, chicken",4.2,332,322,20,5,49,1153,95,4,10,17,6,6 servings,"Recipe for Green Curry: Mix ingredients, cook for 79 minutes.",
108,Chow Mein,115,Chef Zhang,67,20,87,2025-01-17,A delicious Chinese dish featuring chow mein.,https://example.com/chow-mein.jpg,Soup,"Chinese, chow mein",2 cups rice,"onion, tofu",4.9,228,643,16,20,113,899,99,3,22,38,6,6 servings,"Recipe for Chow Mein: Mix ingredients, cook for 67 minutes.",
109,Green Curry,111,Chef Choi,64,38,102,2025-04-18,A delicious Thai dish featuring green curry.,https://example.com/green-curry.jpg,Side Dish,"Thai, green curry",3 cups rice,"onion, vegetables",4.6,79,376,40,9,111,471,91,6,22,33,6,6 servings,"Recipe for Green Curry: Mix ingredients, cook for 64 minutes.",
110,Hot Pot,104,Chef Ahmed,50,40,90,2025-07-08,A delicious Chinese dish featuring hot pot.,https://example.com/hot-pot.jpg,Side Dish,"Chinese, hot pot",5 cups rice,"tomato, tofu",4.9,278,431,15,5,43,466,60,10,5,31,2,2 servings,"Recipe for Hot Pot: Mix ingredients, cook for 50 minutes.",
111,Butter Chicken,116,Chef Singh,23,13,36,2025-06-20,A delicious Indian dish featuring butter chicken.,https://example.com/butter-chicken.jpg,Appetizer,"Indian, butter chicken",4 cups chicken,"garlic, chicken",4.6,270,663,37,15,45,910,50,13,27,40,6,6 servings,"Recipe for Butter Chicken: Mix ingredients, cook for 23 minutes.",
112,Sushi,102,Chef Kim,109,33,142,2024-12-23,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Breakfast,"Japanese, sushi",3 cups vegetables,"ginger, beef",4.9,220,414,25,15,101,1615,93,12,26,36,2,2 servings,"Recipe for Sushi: Mix ingredients, cook for 109 minutes.",
113,Paneer Tikka,114,Chef Yoon,107,24,131,2025-10-15,A delicious Indian dish featuring paneer tikka.,https://example.com/paneer-tikka.jpg,Appetizer,"Indian, paneer tikka",1 cups spices,"onion, chicken",4.5,55,339,21,9,59,1815,30,3,7,10,3,3 servings,"Recipe for Paneer Tikka: Mix ingredients, cook for 107 minutes.",
114,Bulgogi,112,Chef Liu,79,57,136,2025-09-21,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Appetizer,"Korean, bulgogi",5 cups chicken,"ginger, chicken",4.4,137,391,10,12,63,1677,69,12,8,29,7,7 servings,"Recipe for Bulgogi: Mix ingredients, cook for 79 minutes.",
115,Green Curry,104,Chef Ahmed,114,43,157,2025-02-17,A delicious Vietnamese dish featuring green curry.,https://example.com/green-curry.jpg,Soup,"Vietnamese, green curry",5 cups chicken,"ginger, vegetables",4.8,248,369,10,7,25,1937,59,13,23,12,3,3 servings,"Recipe for Green Curry: Mix ingredients, cook for 114 minutes.",
116,Spring Rolls,103,Chef Li,54,39,93,2024-11-12,A delicious Chinese dish featuring spring rolls.,https://example.com/spring-rolls.jpg,Side Dish,"Chinese, spring rolls",1 cups chicken,"garlic, chicken",4.6,165,239,15,9,75,1077,86,7,15,29,6,6 servings,"Recipe for Spring Rolls: Mix ingredients, cook for 54 minutes.",
117,Tempura,119,Chef Gupta,33,45,78,2024-11-13,A delicious Vietnamese dish featuring tempura.,https://example.com/tempura.jpg,Dessert,"Vietnamese, tempura",1 cups chicken,"tomato, vegetables",4.7,367,610,10,8,88,1010,82,7,7,19,2,2 servings,"Recipe for Tempura: Mix ingredients, cook for 33 minutes.",
118,Mapo Tofu,120,Chef Jung,74,47,121,2025-02-13,A delicious Chinese dish featuring mapo tofu.,https://example.com/mapo-tofu.jpg,Appetizer,"Chinese, mapo tofu",4 cups chicken,"onion, tofu",4.8,342,731,15,19,143,1042,52,12,16,26,5,5 servings,"Recipe for Mapo Tofu: Mix ingredients, cook for 74 minutes.",
119,Green Curry,110,Chef Kumar,108,41,149,2025-03-28,A delicious Thai dish featuring green curry.,https://example.com/green-curry.jpg,Side Dish,"Thai, green curry",1 cups chicken,"garlic, vegetables",4.9,279,490,12,13,64,1760,88,12,18,26,3,3 servings,"Recipe for Green Curry: Mix ingredients, cook for 108 minutes.",
120,Spring Rolls,101,Chef Raj,37,14,51,2025-01-25,A delicious Chinese dish featuring spring rolls.,https://example.com/spring-rolls.jpg,Breakfast,"Chinese, spring rolls",4 cups spices,"garlic, chicken",4.3,238,427,24,8,27,771,98,4,8,15,5,5 servings,"Recipe for Spring Rolls: Mix ingredients, cook for 37 minutes.",
121,Pani Puri,110,Chef Kumar,57,20,77,2025-05-08,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Appetizer,"Indian, pani puri",4 cups chicken,"ginger, chicken",4.2,475,601,39,5,74,1481,93,10,21,21,5,5 servings,"Recipe for Pani Puri: Mix ingredients, cook for 57 minutes.",
122,Ramen,106,Chef Wang,72,46,118,2025-07-13,A delicious Japanese dish featuring ramen.,https://example.com/ramen.jpg,Soup,"Japanese, ramen",4 cups spices,"garlic, vegetables",4.4,388,383,44,6,89,589,42,6,21,17,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 72 minutes.",
123,Pho,108,Chef Lee,31,38,69,2025-04-09,A delicious Vietnamese dish featuring pho.,https://example.com/pho.jpg,Side Dish,"Vietnamese, pho",1 cups spices,"garlic, beef",4.3,219,619,46,13,96,405,51,11,19,18,6,6 servings,"Recipe for Pho: Mix ingredients, cook for 31 minutes.",
124,Pho,104,Chef Ahmed,17,20,37,2025-06-02,A delicious Vietnamese dish featuring pho.,https://example.com/pho.jpg,Breakfast,"Vietnamese, pho",5 cups spices,"onion, vegetables",4.6,71,298,36,12,109,1003,34,15,30,29,5,5 servings,"Recipe for Pho: Mix ingredients, cook for 17 minutes.",
125,Sushi,102,Chef Kim,27,19,46,2025-05-04,A delicious Japanese dish featuring sushi.,https://example.com/sushi.jpg,Appetizer,"Japanese, sushi",4 cups chicken,"tomato, vegetables",4.7,455,223,31,10,67,1133,30,15,19,27,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 27 minutes.",
126,Pani Puri,106,Chef Wang,67,18,85,2025-06-26,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Main Dish,"Indian, pani puri",3 cups vegetables,"onion, vegetables",4.8,191,243,23,6,149,1688,84,8,15,11,5,5 servings,"Recipe for Pani Puri: Mix ingredients, cook for 67 minutes.",
127,Kung Pao Chicken,101,Chef Raj,11,55,66,2025-05-09,A delicious Chinese dish featuring kung pao chicken.,https://example.com/kung-pao-chicken.jpg,Side Dish,"Chinese, kung pao chicken",5 cups spices,"onion, chicken",4.2,395,550,22,11,95,423,88,3,7,21,2,2 servings,"Recipe for Kung Pao Chicken: Mix ingredients, cook for 11 minutes.",
128,Sushi,111,Chef Choi,100,48,148,2025-04-11,A delicious Vietnamese dish featuring sushi.,https://example.com/sushi.jpg,Soup,"Vietnamese, sushi",4 cups spices,"onion, vegetables",4.1,477,578,38,13,92,1424,45,10,28,17,6,6 servings,"Recipe for Sushi: Mix ingredients, cook for 100 minutes.",
129,Aloo Gobi,112,Chef Liu,103,47,150,2025-09-07,A delicious Indian dish featuring aloo gobi.,https://example.com/aloo-gobi.jpg,Side Dish,"Indian, aloo gobi",4 cups spices,"garlic, vegetables",4.4,259,431,21,12,93,847,53,7,7,24,4,4 servings,"Recipe for Aloo Gobi: Mix ingredients, cook for 103 minutes.",
130,Aloo Gobi,111,Chef Choi,26,13,39,2024-11-17,A delicious Indian dish featuring aloo gobi.,https://example.com/aloo-gobi.jpg,Snack,"Indian, aloo gobi",4 cups spices,"ginger, chicken",4.7,225,461,13,19,43,784,33,9,11,25,2,2 servings,"Recipe for Aloo Gobi: Mix ingredients, cook for 26 minutes.",
131,Tteokbokki,107,Chef Sharma,75,11,86,2024-12-21,A delicious Korean dish featuring tteokbokki.,https://example.com/tteokbokki.jpg,Dessert,"Korean, tteokbokki",4 cups spices,"ginger, vegetables",4.9,475,714,13,9,114,697,97,15,27,35,7,7 servings,"Recipe for Tteokbokki: Mix ingredients, cook for 75 minutes.",
132,Kimchi,104,Chef Ahmed,19,12,31,2025-10-11,A delicious Korean dish featuring kimchi.,https://example.com/kimchi.jpg,Breakfast,"Korean, kimchi",3 cups vegetables,"onion, chicken",4.5,301,588,45,12,87,1209,90,14,28,34,3,3 servings,"Recipe for Kimchi: Mix ingredients, cook for 19 minutes.",
133,Beijing Duck,104,Chef Ahmed,61,60,121,2024-12-25,A delicious Chinese dish featuring beijing duck.,https://example.com/beijing-duck.jpg,Main Dish,"Chinese, beijing duck",4 cups spices,"garlic, beef",4.1,480,451,28,17,29,1914,38,3,9,31,6,6 servings,"Recipe for Beijing Duck: Mix ingredients, cook for 61 minutes.",
134,Sweet and Sour Pork,107,Chef Sharma,93,57,150,2025-06-16,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Main Dish,"Chinese, sweet and sour pork",1 cups spices,"onion, tofu",5.0,431,349,42,15,72,870,58,3,27,15,5,5 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 93 minutes.",
135,Banh Mi,106,Chef Wang,25,11,36,2025-05-25,A delicious Thai dish featuring banh mi.,https://example.com/banh-mi.jpg,Breakfast,"Thai, banh mi",3 cups spices,"tomato, chicken",4.0,227,725,23,11,105,1848,92,14,6,20,4,4 servings,"Recipe for Banh Mi: Mix ingredients, cook for 25 minutes.",
136,Banh Mi,109,Chef Chen,40,48,88,2025-05-20,A delicious Thai dish featuring banh mi.,https://example.com/banh-mi.jpg,Appetizer,"Thai, banh mi",2 cups vegetables,"onion, chicken",4.8,190,381,30,16,100,860,65,4,29,14,6,6 servings,"Recipe for Banh Mi: Mix ingredients, cook for 40 minutes.",
137,Tom Yum,117,Chef Han,29,57,86,2025-01-03,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Appetizer,"Thai, tom yum",1 cups spices,"tomato, chicken",5.0,79,251,13,7,39,1140,82,15,22,12,2,2 servings,"Recipe for Tom Yum: Mix ingredients, cook for 29 minutes.",
138,Ramen,104,Chef Ahmed,76,23,99,2024-10-29,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Breakfast,"Thai, ramen",3 cups rice,"ginger, beef",4.3,197,234,24,18,144,570,89,6,23,37,7,7 servings,"Recipe for Ramen: Mix ingredients, cook for 76 minutes.",
139,Tempura,117,Chef Han,92,54,146,2025-08-31,A delicious Vietnamese dish featuring tempura.,https://example.com/tempura.jpg,Snack,"Vietnamese, tempura",2 cups rice,"garlic, chicken",4.9,491,525,44,17,85,715,55,9,17,17,6,6 servings,"Recipe for Tempura: Mix ingredients, cook for 92 minutes.",
140,Tom Yum,113,Chef Patel,115,45,160,2025-09-09,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Thai, tom yum",3 cups spices,"garlic, vegetables",4.4,299,452,30,9,22,1507,35,4,28,22,4,4 servings,"Recipe for Tom Yum: Mix ingredients, cook for 115 minutes.",
141,Satay,108,Chef Lee,30,39,69,2024-11-30,A delicious Thai dish featuring satay.,https://example.com/satay.jpg,Side Dish,"Thai, satay",4 cups vegetables,"ginger, vegetables",4.7,266,431,28,9,45,1534,65,7,29,15,7,7 servings,"Recipe for Satay: Mix ingredients, cook for 30 minutes.",
142,Sweet and Sour Pork,103,Chef Li,10,19,29,2025-06-12,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Snack,"Chinese, sweet and sour pork",4 cups spices,"onion, tofu",4.7,489,618,45,15,100,922,32,6,8,13,5,5 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 10 minutes.",
143,Tteokbokki,119,Chef Gupta,28,20,48,2024-12-02,A delicious Korean dish featuring tteokbokki.,https://example.com/tteokbokki.jpg,Dessert,"Korean, tteokbokki",3 cups spices,"onion, tofu",4.4,391,740,46,13,47,686,61,5,12,12,7,7 servings,"Recipe for Tteokbokki: Mix ingredients, cook for 28 minutes.",
144,Bulgogi,113,Chef Patel,78,45,123,2024-10-27,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Breakfast,"Korean, bulgogi",5 cups rice,"ginger, vegetables",4.5,101,245,44,13,47,1332,31,9,21,11,3,3 servings,"Recipe for Bulgogi: Mix ingredients, cook for 78 minutes.",
145,Kung Pao Chicken,117,Chef Han,23,34,57,2025-08-04,A delicious Chinese dish featuring kung pao chicken.,https://example.com/kung-pao-chicken.jpg,Snack,"Chinese, kung pao chicken",1 cups spices,"onion, beef",4.3,265,532,32,18,93,1774,42,3,21,28,8,8 servings,"Recipe for Kung Pao Chicken: Mix ingredients, cook for 23 minutes.",
146,Rajma,109,Chef Chen,47,13,60,2024-11-12,A delicious Indian dish featuring rajma.,https://example.com/rajma.jpg,Appetizer,"Indian, rajma",4 cups spices,"garlic, vegetables",4.1,150,497,17,11,88,1837,88,8,12,33,8,8 servings,"Recipe for Rajma: Mix ingredients, cook for 47 minutes.",
147,Ramen,102,Chef Kim,29,17,46,2025-06-09,A delicious Japanese dish featuring ramen.,https://example.com/ramen.jpg,Breakfast,"Japanese, ramen",2 cups rice,"tomato, beef",4.1,269,297,38,17,78,1567,67,14,19,14,3,3 servings,"Recipe for Ramen: Mix ingredients, cook for 29 minutes.",
148,Pad Thai,106,Chef Wang,84,38,122,2025-01-09,A delicious Vietnamese dish featuring pad thai.,https://example.com/pad-thai.jpg,Dessert,"Vietnamese, pad thai",1 cups vegetables,"tomato, chicken",4.6,151,666,30,17,108,463,45,7,7,25,8,8 servings,"Recipe for Pad Thai: Mix ingredients, cook for 84 minutes.",
149,Kimbap,108,Chef Lee,50,46,96,2024-12-27,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Soup,"Korean, kimbap",4 cups vegetables,"tomato, beef",4.3,75,497,27,7,133,1732,76,8,9,35,3,3 servings,"Recipe for Kimbap: Mix ingredients, cook for 50 minutes.",
150,Rogan Josh,107,Chef Sharma,88,25,113,2025-03-25,A delicious Indian dish featuring rogan josh.,https://example.com/rogan-josh.jpg,Soup,"Indian, rogan josh",5 cups rice,"tomato, vegetables",4.9,382,554,29,19,44,1490,41,10,13,35,2,2 servings,"Recipe for Rogan Josh: Mix ingredients, cook for 88 minutes.",
